pid	title	link	pubdate
1398116	Characterization of the ilv-2 gene from Neurospora crassa encoding alpha-keto-beta-hydroxylacyl reductoisomerase.	http://www.ncbi.nlm.nih.gov/pubmed/1398116	1331480075
1350780	Proline biosynthesis in Saccharomyces cerevisiae: molecular analysis of the PRO1 gene, which encodes gamma-glutamyl kinase.	http://www.ncbi.nlm.nih.gov/pubmed/1350780	1331480052
9085581	Complementary DNAs encoding eukaryotic-type cytidine-5'-diphosphate-diacylglycerol synthases of two plant species.	http://www.ncbi.nlm.nih.gov/pubmed/9085581	1331527031
16272117	Structures of the bacterial ribosome at 3.5 A resolution.	http://www.ncbi.nlm.nih.gov/pubmed/16272117	1331480380
8125341	The DNA adenine methyltransferase-encoding gene (dam) of Vibrio cholerae.	http://www.ncbi.nlm.nih.gov/pubmed/8125341	1331526906
1731965	Nucleotide sequence and expression of the ndhH gene of the cyanobacterium Synechocystis sp. PCC6803.	http://www.ncbi.nlm.nih.gov/pubmed/1731965	1331480533
9194697	Structural analysis of the subunits of the trehalose-6-phosphate synthase/phosphatase complex in Saccharomyces cerevisiae and their function during heat shock.	http://www.ncbi.nlm.nih.gov/pubmed/9194697	1331527043
11916385	Solution structure of protein SRP19 of Archaeoglobus fulgidus signal recognition particle.	http://www.ncbi.nlm.nih.gov/pubmed/11916385	1331479849
19060141	Cloning and characterization of uronate dehydrogenases from two pseudomonads and Agrobacterium tumefaciens strain C58.	http://www.ncbi.nlm.nih.gov/pubmed/19060141	1331480649
9350997	A new family of K+ transporters from Arabidopsis that are conserved across phyla.	http://www.ncbi.nlm.nih.gov/pubmed/9350997	1331527058
2161989	The identification of the Escherichia coli ftsY gene product: an unusual protein.	http://www.ncbi.nlm.nih.gov/pubmed/2161989	1331480796
2995918	Cloning and characterization of the gene for the yeast cytoplasmic threonyl-tRNA synthetase.	http://www.ncbi.nlm.nih.gov/pubmed/2995918	1331481046
1570306	Ferric reductase of Saccharomyces cerevisiae: molecular characterization, role in iron uptake, and transcriptional control by iron.	http://www.ncbi.nlm.nih.gov/pubmed/1570306	1331480300
11316870	Crystal structure of E. coli beta-carbonic anhydrase, an enzyme with an unusual pH-dependent activity.	http://www.ncbi.nlm.nih.gov/pubmed/11316870	1331479738
2838385	Nucleotide sequence of the dihydrofolate reductase gene of Saccharomyces cerevisiae.	http://www.ncbi.nlm.nih.gov/pubmed/2838385	1331481001
9654152	The F420H2:heterodisulfide oxidoreductase system from Methanosarcina species. 2-Hydroxyphenazine mediates electron transfer from F420H2 dehydrogenase to heterodisulfide reductase.	http://www.ncbi.nlm.nih.gov/pubmed/9654152	1331527086
10672190	A NapC/NirT-type cytochrome c (NrfH) is the mediator between the quinone pool and the cytochrome c nitrite reductase of Wolinella succinogenes.	http://www.ncbi.nlm.nih.gov/pubmed/10672190	1331479552
11081795	Complete nucleotide sequence and functional analysis of the genes for 2-aminophenol metabolism from Pseudomonas sp. AP-3.	http://www.ncbi.nlm.nih.gov/pubmed/11081795	1331479678
10391222	The gene mutated in thiamine-responsive anaemia with diabetes and deafness (TRMA) encodes a functional thiamine transporter.	http://www.ncbi.nlm.nih.gov/pubmed/10391222	1331159923
3036506	Molecular characterization of transposable-element-associated mutations that lead to constitutive L-ornithine aminotransferase expression in Saccharomyces cerevisiae.	http://www.ncbi.nlm.nih.gov/pubmed/3036506	1331481080
20386700	A Mycobacterium tuberculosis sigma factor network responds to cell-envelope damage by the promising anti-mycobacterial thioridazine.	http://www.ncbi.nlm.nih.gov/pubmed/20386700	1331159923
12070156	The unique pentagonal structure of an archaeal Rubisco is essential for its high thermostability.	http://www.ncbi.nlm.nih.gov/pubmed/12070156	1331479877
1511880	Nucleotide sequence of the URA1 gene of Saccharomyces cerevisiae.	http://www.ncbi.nlm.nih.gov/pubmed/1511880	1331480191
9439573	Cloning, sequencing and transcriptional analysis of a Streptomyces coelicolor operon containing the rplM and rpsI genes encoding ribosomal proteins ScoL13 and ScoS9.	http://www.ncbi.nlm.nih.gov/pubmed/9439573	1331527069
9409817	Size and sequence polymorphism in the isocitrate dehydrogenase kinase/phosphatase gene (aceK) and flanking regions in Salmonella enterica and Escherichia coli.	http://www.ncbi.nlm.nih.gov/pubmed/9409817	1331527064
8626068	FliH and fliI of Borrelia burgdorferi are similar to flagellar and virulence factor export proteins of other bacteria.	http://www.ncbi.nlm.nih.gov/pubmed/8626068	1331526986
3060316	The phosphoenolpyruvate:sugar phosphotransferase system in gram-positive bacteria: properties, mechanism, and regulation.	http://www.ncbi.nlm.nih.gov/pubmed/3060316	1331481097
17078814	Prophages of Staphylococcus aureus Newman and their contribution to virulence.	http://www.ncbi.nlm.nih.gov/pubmed/17078814	1331480490
8125347	Sequence of the vanB and ddl genes encoding D-alanine:D-lactate and D-alanine:D-alanine ligases in vancomycin-resistant Enterococcus faecalis V583.	http://www.ncbi.nlm.nih.gov/pubmed/8125347	1331526906
10037140	Isocitrate lyase of Ashbya gossypii--transcriptional regulation and peroxisomal localization.	http://www.ncbi.nlm.nih.gov/pubmed/10037140	1331479409
11772039	Insertional inactivation of the menG gene, encoding 2-phytyl-1,4-naphthoquinone methyltransferase of Synechocystis sp. PCC 6803, results in the incorporation of 2-phytyl-1,4-naphthoquinone into the A(1) site and alteration of the equilibrium constant	http://www.ncbi.nlm.nih.gov/pubmed/11772039	1331159926
10852873	Purification and characterization of a membrane-bound hydrogenase from the hyperthermophilic archaeon Pyrococcus furiosus.	http://www.ncbi.nlm.nih.gov/pubmed/10852873	1331479605
11119702	5S rRNA binding proteins from the hyperthermophilic archaeon, Pyrococcus furiosus.	http://www.ncbi.nlm.nih.gov/pubmed/11119702	1331479689
7521870	Overexpression of algE in Escherichia coli: subcellular localization, purification, and ion channel properties.	http://www.ncbi.nlm.nih.gov/pubmed/7521870	1331481320
2884325	The rudimentary gene of Drosophila melanogaster encodes four enzymic functions.	http://www.ncbi.nlm.nih.gov/pubmed/2884325	1331481022
6277310	Nucleotide sequence of the genes coding for alpha, beta and gamma subunits of the proton-translocating ATPase of Escherichia coli.	http://www.ncbi.nlm.nih.gov/pubmed/6277310	1331160050
3302607	Structure of the yeast HIS5 gene responsive to general control of amino acid biosynthesis.	http://www.ncbi.nlm.nih.gov/pubmed/3302607	1331481139
7768797	The OprB porin plays a central role in carbohydrate uptake in Pseudomonas aeruginosa.	http://www.ncbi.nlm.nih.gov/pubmed/7768797	1331481427
1740123	Structure of the Clostridium thermocellum gene licB and the encoded beta-1,3-1,4-glucanase. A catalytic region homologous to Bacillus lichenases joined to the reiterated domain of clostridial cellulases.	http://www.ncbi.nlm.nih.gov/pubmed/1740123	1331480547
11356194	Mrp-dependent Na(+)/H(+) antiporters of Bacillus exhibit characteristics that are unanticipated for completely secondary active transporters.	http://www.ncbi.nlm.nih.gov/pubmed/11356194	1331479747
11856827	The structure of AhrC, the arginine repressor/activator protein from Bacillus subtilis.	http://www.ncbi.nlm.nih.gov/pubmed/11856827	1331479839
15242332	Vectorial proteomics reveal targeting, phosphorylation and specific fragmentation of polymerase I and transcript release factor (PTRF) at the surface of caveolae in human adipocytes.	http://www.ncbi.nlm.nih.gov/pubmed/15242332	1331480217
7957087	Branch migration of Holliday junctions: identification of RecG protein as a junction specific DNA helicase.	http://www.ncbi.nlm.nih.gov/pubmed/7957087	1331526885
20214478	Attenuation of Mycobacterium tuberculosis functionally disrupted in a fatty acyl-coenzyme A synthetase gene fadD5.	http://www.ncbi.nlm.nih.gov/pubmed/20214478	1331159928
3525163	Peptide uptake by Salmonella typhimurium. The periplasmic oligopeptide-binding protein.	http://www.ncbi.nlm.nih.gov/pubmed/3525163	1331481167
12878596	Purification and characterization of three members of the photolyase/cryptochrome family blue-light photoreceptors from Vibrio cholerae.	http://www.ncbi.nlm.nih.gov/pubmed/12878596	1331479993
8913454	Contribution of mutations in gyrA and parC genes to fluoroquinolone resistance of mutants of Streptococcus pneumoniae obtained in vivo and in vitro.	http://www.ncbi.nlm.nih.gov/pubmed/8913454	1331527013
8951816	Expression of the Bacillus subtilis gabP gene is regulated independently in response to nitrogen and amino acid availability.	http://www.ncbi.nlm.nih.gov/pubmed/8951816	1331527017
8793876	Genetic organization and functional analysis of the otn DNA essential for cell-wall polysaccharide synthesis in Vibrio cholerae O139.	http://www.ncbi.nlm.nih.gov/pubmed/8793876	1331527002
3027045	Processing of the initiation methionine from proteins: properties of the Escherichia coli methionine aminopeptidase and its gene structure.	http://www.ncbi.nlm.nih.gov/pubmed/3027045	1331160051
6989816	DNA sequences from the str operon of Escherichia coli.	http://www.ncbi.nlm.nih.gov/pubmed/6989816	1331481292
2158979	FtsZ regulates frequency of cell division in Escherichia coli.	http://www.ncbi.nlm.nih.gov/pubmed/2158979	1331159929
2172693	Mycoplasma pneumoniae DNA gyrase genes.	http://www.ncbi.nlm.nih.gov/pubmed/2172693	1331480806
8206848	The pyrimidine biosynthesis operon of the thermophile Bacillus caldolyticus includes genes for uracil phosphoribosyltransferase and uracil permease.	http://www.ncbi.nlm.nih.gov/pubmed/8206848	1331526915
7772603	Nucleotide sequence of the Staphylococcus aureus RNA polymerase rpoB gene and comparison of its predicted amino acid sequence with those of other bacteria.	http://www.ncbi.nlm.nih.gov/pubmed/7772603	1331481430
12435062	Purification of native alpha-enolase from Streptococcus pneumoniae that binds plasminogen and is immunogenic.	http://www.ncbi.nlm.nih.gov/pubmed/12435062	1331479926
10545127	Structure and function of an archaeal topoisomerase VI subunit with homology to the meiotic recombination factor Spo11.	http://www.ncbi.nlm.nih.gov/pubmed/10545127	1331479516
14766977	The opportunistic pathogen Pseudomonas aeruginosa carries a secretable arachidonate 15-lipoxygenase.	http://www.ncbi.nlm.nih.gov/pubmed/14766977	1331159931
10446143	Cloning and characterization of the multisubstrate deoxyribonucleoside kinase of Drosophila melanogaster.	http://www.ncbi.nlm.nih.gov/pubmed/10446143	1331479482
9263459	The plant 2-Cys peroxiredoxin BAS1 is a nuclear-encoded chloroplast protein: its expressional regulation, phylogenetic origin, and implications for its specific physiological function in plants.	http://www.ncbi.nlm.nih.gov/pubmed/9263459	1331527049
9724658	Crystal structure of aspartyl-tRNA synthetase from Pyrococcus kodakaraensis KOD: archaeon specificity and catalytic mechanism of adenylate formation.	http://www.ncbi.nlm.nih.gov/pubmed/9724658	1331527095
10864440	Identification and characterization of promoters regulating tuf expression in Chlamydia trachomatis serovar F.	http://www.ncbi.nlm.nih.gov/pubmed/10864440	1331159932
8259927	Nucleotide sequence and molecular evolution of the gene coding for glyceraldehyde-3-phosphate dehydrogenase in the thermoacidophilic archaebacterium Sulfolobus solfataricus.	http://www.ncbi.nlm.nih.gov/pubmed/8259927	1331526919
3136143	Cloning and characterization of Bacillus subtilis iep, which has positive and negative effects on production of extracellular proteases.	http://www.ncbi.nlm.nih.gov/pubmed/3136143	1331481117
7846147	DNA sequence of direct repeats of the sulI gene of plasmid pSa.	http://www.ncbi.nlm.nih.gov/pubmed/7846147	1331526868
2543570	The primary structure of rat ribosomal protein S10.	http://www.ncbi.nlm.nih.gov/pubmed/2543570	1331480922
9488732	Purification and characterization of Bacillus subtilis PyrR, a bifunctional pyr mRNA-binding attenuation protein/uracil phosphoribosyltransferase.	http://www.ncbi.nlm.nih.gov/pubmed/9488732	1331527073
14729702	Formation of thiolated nucleosides present in tRNA from Salmonella enterica serovar Typhimurium occurs in two principally distinct pathways.	http://www.ncbi.nlm.nih.gov/pubmed/14729702	1331159933
3609743	Cloning and complete nucleotide sequence determination of the catB gene encoding cis,cis-muconate lactonizing enzyme.	http://www.ncbi.nlm.nih.gov/pubmed/3609743	1331481182
2243121	Uroporphyrinogen decarboxylase: a splice site mutation causes the deletion of exon 6 in multiple families with porphyria cutanea tarda.	http://www.ncbi.nlm.nih.gov/pubmed/2243121	1331480851
7875589	Structure of the genes encoding transcription factor IIB and TATA box-binding protein from Drosophila melanogaster.	http://www.ncbi.nlm.nih.gov/pubmed/7875589	1331526872
2408019	Nucleotide sequence of the aroP gene encoding the general aromatic amino acid transport protein of Escherichia coli K-12: homology with yeast transport proteins.	http://www.ncbi.nlm.nih.gov/pubmed/2408019	1331480878
9826752	The hyperthermophilic bacterium Thermotoga maritima has two different classes of family C DNA polymerases: evolutionary implications.	http://www.ncbi.nlm.nih.gov/pubmed/9826752	1331527102
10648100	P45, an extracellular 45 kDa protein of Listeria monocytogenes with similarity to protein p60 and exhibiting peptidoglycan lytic activity.	http://www.ncbi.nlm.nih.gov/pubmed/10648100	1331159934
19020078	CP1-dependent partitioning of pretransfer and posttransfer editing in leucyl-tRNA synthetase.	http://www.ncbi.nlm.nih.gov/pubmed/19020078	1331159934
1582425	A novel bacterial virulence gene in Listeria monocytogenes required for host cell microfilament interaction with homology to the proline-rich region of vinculin.	http://www.ncbi.nlm.nih.gov/pubmed/1582425	1331480321
12406230	Characterization of a membrane-linked Ser/Thr protein kinase in Bacillus subtilis, implicated in developmental processes.	http://www.ncbi.nlm.nih.gov/pubmed/12406230	1331479917
12065423	Cell cycle-dependent localization of two novel prokaryotic chromosome segregation and condensation proteins in Bacillus subtilis that interact with SMC protein.	http://www.ncbi.nlm.nih.gov/pubmed/12065423	1331479875
9829955	PRS5, the fifth member of the phosphoribosyl pyrophosphate synthetase gene family in Saccharomyces cerevisiae, is essential for cell viability in the absence of either PRS1 or PRS3.	http://www.ncbi.nlm.nih.gov/pubmed/9829955	1331527103
2055458	Isolation and characterization of a cDNA clone corresponding to the mouse t-complex gene Tcp-1x.	http://www.ncbi.nlm.nih.gov/pubmed/2055458	1331480733
8704981	Determination of a 12 kb nucleotide sequence around the 76 degrees region of the Bacillus subtilis chromosome.	http://www.ncbi.nlm.nih.gov/pubmed/8704981	1331526995
1779750	Structure and function of DnaA and the DnaA-box in eubacteria: evolutionary relationships of bacterial replication origins.	http://www.ncbi.nlm.nih.gov/pubmed/1779750	1331480575
17469204	Crystal structure of S. aureus YlaN, an essential leucine rich protein involved in the control of cell shape.	http://www.ncbi.nlm.nih.gov/pubmed/17469204	1331480553
8449900	A novel binding protein of the origin of the Escherichia coli chromosome.	http://www.ncbi.nlm.nih.gov/pubmed/8449900	1331526955
1310317	The variant human isovaleryl-CoA dehydrogenase gene responsible for type II isovaleric acidemia determines an RNA splicing error, leading to the deletion of the entire second coding exon and the production of a truncated precursor protein that intera	http://www.ncbi.nlm.nih.gov/pubmed/1310317	1331480016
8597545	Gene cloning, purification, and characterization of thermostable and halophilic leucine dehydrogenase from a halophilic thermophile, Bacillus licheniformis TSN9.	http://www.ncbi.nlm.nih.gov/pubmed/8597545	1331526978
8117072	Leucine synthesis in Corynebacterium glutamicum: enzyme activities, structure of leuA, and effect of leuA inactivation on lysine synthesis.	http://www.ncbi.nlm.nih.gov/pubmed/8117072	1331526904
1903537	A gene homologous to the subunit-2 gene of NADH dehydrogenase is essential to inorganic carbon transport of Synechocystis PCC6803.	http://www.ncbi.nlm.nih.gov/pubmed/1903537	1331480645
2040596	Characterization of Lrp, and Escherichia coli regulatory protein that mediates a global response to leucine.	http://www.ncbi.nlm.nih.gov/pubmed/2040596	1331480727
3010052	Primary structure of wild-type and mutant alleles of the PET494 gene of Saccharomyces cerevisiae.	http://www.ncbi.nlm.nih.gov/pubmed/3010052	1331481061
11226271	Genomic and genetic dissection of an archaeal regulon.	http://www.ncbi.nlm.nih.gov/pubmed/11226271	1331159941
20649968	The T box regulatory element controlling expression of the class I lysyl-tRNA synthetase of Bacillus cereus strain 14579 is functional and can be partially induced by reduced charging of asparaginyl-tRNAAsn.	http://www.ncbi.nlm.nih.gov/pubmed/20649968	1331159941
1316997	The Streptomyces coelicolor whiB gene encodes a small transcription factor-like protein dispensable for growth but essential for sporulation.	http://www.ncbi.nlm.nih.gov/pubmed/1316997	1331480024
9592142	Exonuclease IX of Escherichia coli.	http://www.ncbi.nlm.nih.gov/pubmed/9592142	1331160055
10473546	An archaebacterial ATPase, homologous to ATPases in the eukaryotic 26 S proteasome, activates protein breakdown by 20 S proteasomes.	http://www.ncbi.nlm.nih.gov/pubmed/10473546	1331479492
1692812	Identification, sequencing, and expression of Mycobacterium leprae superoxide dismutase, a major antigen.	http://www.ncbi.nlm.nih.gov/pubmed/1692812	1331480470
16855235	Control of acetyl-coenzyme A synthetase (AcsA) activity by acetylation/deacetylation without NAD(+) involvement in Bacillus subtilis.	http://www.ncbi.nlm.nih.gov/pubmed/16855235	1331159941
7535280	Suppression of a cold-sensitive mutation in 16S rRNA by overexpression of a novel ribosome-binding factor, RbfA.	http://www.ncbi.nlm.nih.gov/pubmed/7535280	1331160055
2199329	Cloning and characterization of the histidine biosynthetic gene cluster of Streptomyces coelicolor A3(2).	http://www.ncbi.nlm.nih.gov/pubmed/2199329	1331480833
12842463	Mass spectrometry and site-directed mutagenesis identify several autophosphorylated residues required for the activity of PrkC, a Ser/Thr kinase from Bacillus subtilis.	http://www.ncbi.nlm.nih.gov/pubmed/12842463	1331479990
8797851	Cloning, analysis and inactivation of the ndhK gene encoding a subunit of NADH quinone oxidoreductase from Anabaena PCC 7120.	http://www.ncbi.nlm.nih.gov/pubmed/8797851	1331527002
7984107	Multiple signalling systems controlling expression of luminescence in Vibrio harveyi: sequence and function of genes encoding a second sensory pathway.	http://www.ncbi.nlm.nih.gov/pubmed/7984107	1331526888
1692593	Escherichia coli ribosomal protein L4 stimulates transcription termination at a specific site in the leader of the S10 operon independent of L4-mediated inhibition of translation.	http://www.ncbi.nlm.nih.gov/pubmed/1692593	1331480469
10531340	A Haemophilus influenzae gene that encodes a membrane bound 3-deoxy-D-manno-octulosonic acid (Kdo) kinase. Possible involvement of kdo phosphorylation in bacterial virulence.	http://www.ncbi.nlm.nih.gov/pubmed/10531340	1331159942
8002569	Genetic evidence that the gacA gene encodes the cognate response regulator for the lemA sensor in Pseudomonas syringae.	http://www.ncbi.nlm.nih.gov/pubmed/8002569	1331526890
3744038	[Nucleotide sequence and physical map of kanamycin-resistant plasmid pUB110 from Staphylococcus aureus].	http://www.ncbi.nlm.nih.gov/pubmed/3744038	1331481187
2546769	The primary structure of rat ribosomal protein L37a.	http://www.ncbi.nlm.nih.gov/pubmed/2546769	1331480926
2836709	AsnC, a multifunctional regulator of genes located around the replication origin of Escherichia coli, oriC.	http://www.ncbi.nlm.nih.gov/pubmed/2836709	1331481000
8781168	Organization and characterization of the two yeast ribosomal protein YL19 genes.	http://www.ncbi.nlm.nih.gov/pubmed/8781168	1331527001
8064863	The DIM1 gene responsible for the conserved m6(2)Am6(2)A dimethylation in the 3'-terminal loop of 18 S rRNA is essential in yeast.	http://www.ncbi.nlm.nih.gov/pubmed/8064863	1331526897
7552730	Residues defining V beta specificity in staphylococcal enterotoxins.	http://www.ncbi.nlm.nih.gov/pubmed/7552730	1331481327
17609944	Microbial production of R-3-hydroxybutyric acid by recombinant E. coli harboring genes of phbA, phbB, and tesB.	http://www.ncbi.nlm.nih.gov/pubmed/17609944	1331480563
20553774	Genome shuffling of Propionibacterium shermanii for improving vitamin B12 production and comparative proteome analysis.	http://www.ncbi.nlm.nih.gov/pubmed/20553774	1331159943
9023225	The 32-kilobase exp gene cluster of Rhizobium meliloti directing the biosynthesis of galactoglucan: genetic organization and properties of the encoded gene products.	http://www.ncbi.nlm.nih.gov/pubmed/9023225	1331527024
1847907	Cloning and characterization of DNA damage-inducible promoter regions from Bacillus subtilis.	http://www.ncbi.nlm.nih.gov/pubmed/1847907	1331480624
8299151	The ogd1 and kgd1 mutants lacking 2-oxoglutarate dehydrogenase activity in yeast are allelic and can be differentiated by the cloned amber suppressor.	http://www.ncbi.nlm.nih.gov/pubmed/8299151	1331526924
7007073	The primary structure of protein S10 from the small ribosomal subunit of Escherichia coli.	http://www.ncbi.nlm.nih.gov/pubmed/7007073	1331160056
10453733	A mitochondrial cytochrome b mutation but no mutations of nuclearly encoded subunits in ubiquinol cytochrome c reductase (complex III) deficiency.	http://www.ncbi.nlm.nih.gov/pubmed/10453733	1331479484
8312607	Cloning and nucleotide sequencing of the genes, rpIU and rpmA, for ribosomal proteins L21 and L27 of Escherichia coli.	http://www.ncbi.nlm.nih.gov/pubmed/8312607	1331160056
16467323	Recognition of stage-specific mycobacterial antigens differentiates between acute and latent infections with Mycobacterium tuberculosis.	http://www.ncbi.nlm.nih.gov/pubmed/16467323	1331159944
11114931	Vibrio fischeri genes hvnA and hvnB encode secreted NAD(+)-glycohydrolases.	http://www.ncbi.nlm.nih.gov/pubmed/11114931	1331159944
11444966	Structures of purine nucleoside phosphorylase from Mycobacterium tuberculosis in complexes with immucillin-H and its pieces.	http://www.ncbi.nlm.nih.gov/pubmed/11444966	1331479767
7238869	Isolation and characterization of a precursor form of the 'A' subunit of cholera toxin.	http://www.ncbi.nlm.nih.gov/pubmed/7238869	1331481309
3722201	A Streptococcus mutans superoxide dismutase that is active with either manganese or iron as a cofactor.	http://www.ncbi.nlm.nih.gov/pubmed/3722201	1331481186
1954258	Nucleotide sequence analysis of purH and purD genes from Salmonella typhimurium.	http://www.ncbi.nlm.nih.gov/pubmed/1954258	1331480686
8892813	Sequencing, expression, and genetic characterization of the Helicobacter pylori ftsH gene encoding a protein homologous to members of a novel putative ATPase family.	http://www.ncbi.nlm.nih.gov/pubmed/8892813	1331527011
15520015	Staphylococcus aureus IsdG and IsdI, heme-degrading enzymes with structural similarity to monooxygenases.	http://www.ncbi.nlm.nih.gov/pubmed/15520015	1331480270
7952181	Cloning and nucleotide sequencing of a 15 kb region of the Bacillus subtilis genome containing the iol operon.	http://www.ncbi.nlm.nih.gov/pubmed/7952181	1331526885
8550407	Cloning, purification, and properties of a phosphotyrosine protein phosphatase from Streptomyces coelicolor A3(2).	http://www.ncbi.nlm.nih.gov/pubmed/8550407	1331526970
2558283	Molecular characterization of a specific p-nitrophenylphosphatase gene, PHO13, and its mapping by chromosome fragmentation in Saccharomyces cerevisiae.	http://www.ncbi.nlm.nih.gov/pubmed/2558283	1331480939
8314774	Sequence and topology of the CorA magnesium transport systems of Salmonella typhimurium and Escherichia coli. Identification of a new class of transport protein.	http://www.ncbi.nlm.nih.gov/pubmed/8314774	1331526926
18363380	Functional segregation of a predicted "hinge" site within the beta-strand linkers of Escherichia coli leucyl-tRNA synthetase.	http://www.ncbi.nlm.nih.gov/pubmed/18363380	1331159946
8169229	Guanine nucleotide-dependent assembly of FtsZ into filaments.	http://www.ncbi.nlm.nih.gov/pubmed/8169229	1331526910
12029038	The highly conserved TldD and TldE proteins of Escherichia coli are involved in microcin B17 processing and in CcdA degradation.	http://www.ncbi.nlm.nih.gov/pubmed/12029038	1331159946
8188372	A functional tonB gene is required for both utilization of heme and virulence expression by Haemophilus influenzae type b.	http://www.ncbi.nlm.nih.gov/pubmed/8188372	1331526913
1902216	Cloning and characterization of the Pseudomonas aeruginosa lasR gene, a transcriptional activator of elastase expression.	http://www.ncbi.nlm.nih.gov/pubmed/1902216	1331480644
11779133	Purification and characterization of methionine sulfoxide reductases from mouse and Staphylococcus aureus and their substrate stereospecificity.	http://www.ncbi.nlm.nih.gov/pubmed/11779133	1331479820
3397182	Sequence analysis of the Streptococcus mutans scrB gene.	http://www.ncbi.nlm.nih.gov/pubmed/3397182	1331481152
1970565	Rhizobium meliloti adenylate cyclase is related to eucaryotic adenylate and guanylate cyclases.	http://www.ncbi.nlm.nih.gov/pubmed/1970565	1331480695
12642574	Reconstitution of membrane proteolysis by FtsH.	http://www.ncbi.nlm.nih.gov/pubmed/12642574	1331159946
1398976	Characterization of the Streptococcus mutans GS-5 fruA gene encoding exo-beta-D-fructosidase.	http://www.ncbi.nlm.nih.gov/pubmed/1398976	1331480077
11432786	X-ray crystalline structures of pyrrolidone carboxyl peptidase from a hyperthermophile, Pyrococcus furiosus, and its cys-free mutant.	http://www.ncbi.nlm.nih.gov/pubmed/11432786	1331479764
14663073	The Bradyrhizobium japonicum napEDABC genes encoding the periplasmic nitrate reductase are essential for nitrate respiration.	http://www.ncbi.nlm.nih.gov/pubmed/14663073	1331480143
2692708	Binding of pyrimidin-2-one ribonucleoside by cytidine deaminase as the transition-state analogue 3,4-dihydrouridine and the contribution of the 4-hydroxyl group to its binding affinity.	http://www.ncbi.nlm.nih.gov/pubmed/2692708	1331480974
15889139	RMI1/NCE4, a suppressor of genome instability, encodes a member of the RecQ helicase/Topo III complex.	http://www.ncbi.nlm.nih.gov/pubmed/15889139	1331480329
15671040	The Sec-independent function of Escherichia coli YidC is evolutionary-conserved and essential.	http://www.ncbi.nlm.nih.gov/pubmed/15671040	1331159947
10938079	Characterization of a (2R,3R)-2,3-butanediol dehydrogenase as the Saccharomyces cerevisiae YAL060W gene product. Disruption and induction of the gene.	http://www.ncbi.nlm.nih.gov/pubmed/10938079	1331479635
8550448	Amplification of a novel gene, sanA, abolishes a vancomycin-sensitive defect in Escherichia coli.	http://www.ncbi.nlm.nih.gov/pubmed/8550448	1331526970
8541348	Molecular analysis of holocarboxylase synthetase deficiency: a missense mutation and a single base deletion are predominant in Japanese patients.	http://www.ncbi.nlm.nih.gov/pubmed/8541348	1331526969
3076186	Glucose-stimulated phosphorylation of yeast isocitrate lyase in vivo.	http://www.ncbi.nlm.nih.gov/pubmed/3076186	1331481103
7730256	Evidence for two evolutionary lineages of highly pathogenic Yersinia species.	http://www.ncbi.nlm.nih.gov/pubmed/7730256	1331481405
8701612	The sequence of a 21.3 kb DNA fragment from the left arm of yeast chromosome XIV reveals LEU4, MET4, POL1, RAS2, and six new open reading frames.	http://www.ncbi.nlm.nih.gov/pubmed/8701612	1331160058
10627046	The PE-PGRS glycine-rich proteins of Mycobacterium tuberculosis: a new family of fibronectin-binding proteins?	http://www.ncbi.nlm.nih.gov/pubmed/10627046	1331479539
11812798	Characterization of the methionine sulfoxide reductase activities of PILB, a probable virulence factor from Neisseria meningitidis.	http://www.ncbi.nlm.nih.gov/pubmed/11812798	1331479827
9772162	Evolution of enzymatic activities in the enolase superfamily: characterization of the (D)-glucarate/galactarate catabolic pathway in Escherichia coli.	http://www.ncbi.nlm.nih.gov/pubmed/9772162	1331160059
15522084	Alternative oxygen-dependent and oxygen-independent ribonucleotide reductases in Streptomyces: cross-regulation and physiological role in response to oxygen limitation.	http://www.ncbi.nlm.nih.gov/pubmed/15522084	1331480271
9742694	Cloning, sequencing and expression of the flagellin core protein and other genes encoding structural proteins of the Vibrio cholerae flagellum.	http://www.ncbi.nlm.nih.gov/pubmed/9742694	1331527097
6325301	Cloning and characterization of the gene for Salmonella typhimurium serine hydroxymethyltransferase.	http://www.ncbi.nlm.nih.gov/pubmed/6325301	1331481260
11584001	The archaeal DNA primase: biochemical characterization of the p41-p46 complex from Pyrococcus furiosus.	http://www.ncbi.nlm.nih.gov/pubmed/11584001	1331479790
17210578	Regulatory mechanisms differ in UMP kinases from gram-negative and gram-positive bacteria.	http://www.ncbi.nlm.nih.gov/pubmed/17210578	1331480516
10501935	New insights into the pyrimidine salvage pathway of Saccharomyces cerevisiae: requirement of six genes for cytidine metabolism.	http://www.ncbi.nlm.nih.gov/pubmed/10501935	1331479502
11258705	The archaeal TFIIEalpha homologue facilitates transcription initiation by enhancing TATA-box recognition.	http://www.ncbi.nlm.nih.gov/pubmed/11258705	1331479719
8824633	Identification of LytSR-regulated genes from Staphylococcus aureus.	http://www.ncbi.nlm.nih.gov/pubmed/8824633	1331527007
11248187	Recent progress in the Na(+)-translocating NADH-quinone reductase from the marine Vibrio alginolyticus.	http://www.ncbi.nlm.nih.gov/pubmed/11248187	1331479715
12211025	Crystal structure of thy1, a thymidylate synthase complementing protein from Thermotoga maritima at 2.25 A resolution.	http://www.ncbi.nlm.nih.gov/pubmed/12211025	1331479899
9158737	Identification of new members of the lytic transglycosylase family in Haemophilus influenzae and Escherichia coli.	http://www.ncbi.nlm.nih.gov/pubmed/9158737	1331527038
